task_id,task_name,assignee,status,priority,project,actual_duration,is_delayed,bottleneck_type,reassignment_count,comments,start_date,end_date
414,Monetize 24/7 roi,user4,Assigned,High,Project_J,8.68,0,Resource Shortage,0,Natural general series discover who page accept.,2025-11-10,2025-11-18
415,Cultivate holistic platforms,user4,Assigned,Medium,Project_G,5.52,0,,0,,2025-08-29,2025-09-03
416,Incubate viral markets,user3,Assigned,Medium,Project_F,5.32,0,Dependency,1,Reveal measure consumer front send.,2025-08-03,2025-08-10
417,Repurpose compelling action-items,user9,Completed,Medium,Project_B,16.074985702987536,1,,0,Strong manager free he.,2025-10-14,2025-10-30
418,Transition end-to-end methodologies,user1,Assigned,High,Project_D,9.989795927618257,1,Dependency,0,Article body sound recently area manage.,2026-01-10,2026-01-19
419,Exploit seamless e-commerce,user4,Assigned,Low,Project_A,6.96,0,Dependency,0,Road skill civil seem worker despite its enter.,2025-10-03,2025-10-11
420,Matrix scalable markets,user9,Completed,Medium,Project_I,14.34508816721975,1,Resource Shortage,0,,2025-12-18,2025-12-31
421,Strategize mission-critical portals,user10,Completed,Medium,Project_J,14.02,0,Dependency,0,Many through which.,2025-08-15,2025-08-30
422,Visualize virtual paradigms,user6,In Progress,Medium,Project_A,1.74,0,,0,Oil head word before challenge allow many.,2025-07-22,2025-07-24
423,Deliver holistic synergies,user9,Completed,Low,Project_A,0.8,0,,0,,2025-10-31,2025-11-01
424,Benchmark frictionless deliverables,user10,Blocked,Medium,Project_J,6.44,0,Resource Shortage,0,,2025-08-30,2025-09-07
425,Productize turn-key technologies,user7,Assigned,Medium,Project_H,13.815142123491906,1,,1,Guess measure but first and conference.,2025-11-13,2025-11-24
426,Monetize transparent schemas,user2,Assigned,High,Project_B,5.722380843804679,1,,1,,2025-11-13,2025-11-18
427,Syndicate cutting-edge users,user7,In Progress,High,Project_B,14.811955039630057,1,,0,Memory middle sell piece share ability.,2025-08-13,2025-08-27
428,Redefine best-of-breed roi,user3,In Progress,Medium,Project_C,5.036987239301018,1,,1,Approach perform mouth young simply.,2025-12-20,2025-12-25
429,Grow killer web services,user1,Assigned,Medium,Project_I,16.21917705747001,1,,0,Wonder population seven important.,2025-12-22,2026-01-04
430,Deliver frictionless portals,user5,Assigned,Medium,Project_H,2.42,0,,3,Media five church executive.,2025-12-10,2025-12-12
431,Innovate leading-edge roi,user2,In Progress,Medium,Project_H,2.43,0,Approval,0,Your east child life kitchen share receive.,2025-11-16,2025-11-18
432,Implement collaborative synergies,user2,Blocked,Low,Project_J,2.69,0,Technical Issue,0,News alone total born candidate factor.,2025-12-21,2025-12-24
433,Deliver revolutionary web-readiness,user3,Assigned,Medium,Project_G,14.41,0,Technical Issue,1,,2025-09-19,2025-10-05
434,Leverage b2c eyeballs,user8,Assigned,Low,Project_J,6.18,0,Technical Issue,3,,2026-01-02,2026-01-10
435,Implement wireless platforms,user8,Assigned,High,Project_A,2.89,0,Approval,0,,2025-12-29,2026-01-02
436,Mesh end-to-end roi,user2,Completed,Low,Project_G,1.6317773896117294,1,Resource Shortage,1,Traditional itself new task hit southern notice.,2025-07-23,2025-07-24
437,Enable dynamic channels,user2,In Progress,High,Project_B,13.96,0,,0,Paper student order experience option.,2025-10-22,2025-11-06
438,Unleash mission-critical e-business,user6,Assigned,Low,Project_F,6.66,0,,0,,2026-01-01,2026-01-07
439,Visualize real-time relationships,user5,Completed,Medium,Project_F,1.25,0,,3,Direction involve control no certainly service.,2025-08-17,2025-08-20
440,Enable web-enabled synergies,user2,Blocked,High,Project_H,3.66,0,,0,,2025-08-27,2025-08-30
441,Engage clicks-and-mortar e-commerce,user6,In Progress,Low,Project_G,1.14,0,Dependency,3,Film room summer fund dog rock agree her.,2025-09-13,2025-09-14
442,Grow distributed models,user4,In Progress,High,Project_E,8.62,0,Approval,0,,2025-12-18,2025-12-26
443,Visualize global networks,user1,Completed,Low,Project_D,4.848392362820711,1,Approval,0,Rich north paper information everything college trade summer.,2025-12-14,2025-12-17
444,Scale extensible relationships,user6,Assigned,Medium,Project_H,11.849739319168437,1,Resource Shortage,0,Change great billion law couple member.,2025-09-09,2025-09-19
445,Embrace scalable paradigms,user1,Blocked,High,Project_F,15.0,0,Dependency,1,East man white would easy raise.,2025-10-25,2025-11-11
446,Synthesize world-class interfaces,user6,In Progress,High,Project_J,12.17,0,Technical Issue,2,,2025-12-19,2026-01-01
447,Re-contextualize vertical web services,user4,Completed,High,Project_G,14.003994268385727,1,,0,Fire I generation husband everyone dark high total.,2025-10-27,2025-11-10
448,Orchestrate granular partnerships,user9,Completed,Medium,Project_D,6.380872732570704,1,Resource Shortage,0,,2025-08-20,2025-08-25
449,Scale magnetic networks,user10,Assigned,Medium,Project_D,7.24,0,Dependency,3,,2025-08-14,2025-08-21
450,Disintermediate global experiences,user7,Blocked,Low,Project_H,6.140310817791195,1,Approval,1,View explain campaign American first already give.,2025-12-04,2025-12-09
451,Incentivize open-source functionalities,user9,Assigned,Low,Project_B,6.9396218390572955,1,,1,System social knowledge cover.,2025-12-13,2025-12-19
452,Embrace rich metrics,user7,Blocked,Medium,Project_F,4.521528205130169,1,Approval,0,Director yet fund bar.,2025-10-05,2025-10-09
453,Transform extensible communities,user8,In Progress,Medium,Project_C,7.63,0,Technical Issue,3,Able score probably property office.,2025-08-12,2025-08-19
454,Empower intuitive web services,user4,In Progress,High,Project_G,8.32,0,,0,Short sister land teach buy.,2025-08-28,2025-09-05
455,Drive customized eyeballs,user4,Completed,High,Project_I,14.54,0,,2,State assume computer bag kid certainly.,2025-08-07,2025-08-21
456,Incentivize collaborative action-items,user4,In Progress,Low,Project_D,4.71,0,,0,,2025-08-30,2025-09-03
457,Monetize plug-and-play content,user4,Completed,Medium,Project_D,9.65,0,Approval,0,Language least manager.,2025-12-19,2025-12-29
458,Engineer robust convergence,user5,Blocked,High,Project_I,14.418525714153175,1,Resource Shortage,0,Project lay travel example those pick.,2025-11-24,2025-12-07
459,Productize intuitive relationships,user10,Blocked,Low,Project_E,1.53307819708921,1,,2,,2025-08-30,2025-08-31
460,Optimize killer platforms,user4,Blocked,Low,Project_E,6.17,0,Dependency,0,Just character turn Mrs likely skin television.,2025-09-15,2025-09-22
461,Implement one-to-one web services,user3,Completed,High,Project_F,11.76,0,,2,,2025-08-06,2025-08-18
462,Generate enterprise web services,user9,In Progress,Medium,Project_I,2.855789735848732,1,,0,Student school court west less Republican.,2025-09-29,2025-10-01
463,Seize wireless bandwidth,user3,Assigned,Medium,Project_A,7.42,0,Technical Issue,3,Perform candidate commercial as option.,2025-12-21,2025-12-28
464,Visualize open-source e-business,user5,In Progress,Low,Project_J,3.0,0,Approval,0,Company wrong open out.,2026-01-20,2026-01-25
465,Envisioneer scalable vortals,user1,In Progress,Medium,Project_G,13.792566407657482,1,Approval,1,,2025-11-20,2025-12-03
466,Scale rich paradigms,user3,Completed,High,Project_H,8.6,0,Resource Shortage,0,,2025-12-30,2026-01-09
467,Disintermediate e-business bandwidth,user2,In Progress,Medium,Project_A,13.329653151948744,1,Technical Issue,3,,2025-12-28,2026-01-08
468,Leverage robust e-business,user6,Assigned,Medium,Project_H,2.23,0,,0,Democratic garden small allow put.,2025-10-24,2025-10-28
469,Enhance end-to-end e-services,user9,In Progress,Medium,Project_G,14.484889697899549,1,Resource Shortage,0,,2025-09-22,2025-10-06
470,Syndicate visionary e-markets,user4,Assigned,Low,Project_G,4.97602368827172,1,,1,,2025-10-22,2025-10-25
471,Empower interactive schemas,user5,Assigned,High,Project_E,4.641495256759875,1,Approval,3,Now report prevent early system information show purpose.,2025-09-23,2025-09-28
472,Cultivate transparent interfaces,user1,Blocked,Medium,Project_C,4.77,0,,0,Herself smile when.,2025-09-17,2025-09-23
473,Architect efficient e-tailers,user3,Completed,High,Project_A,7.97,0,Dependency,1,Ready take spend building.,2026-01-08,2026-01-17
474,Innovate sticky platforms,user9,In Progress,Medium,Project_I,8.11,0,,0,Continue affect beautiful practice.,2025-08-03,2025-08-12
475,Expedite turn-key niches,user4,In Progress,Low,Project_E,3.7571388073983947,1,Technical Issue,0,Action score middle tend require.,2025-10-24,2025-10-27
476,Streamline transparent systems,user7,Blocked,Medium,Project_C,12.463120796133687,1,Technical Issue,2,,2025-11-11,2025-11-21
477,Seize out-of-the-box infrastructures,user5,Assigned,High,Project_A,7.604129571996406,1,Approval,0,,2025-09-10,2025-09-17
478,Whiteboard enterprise deliverables,user8,In Progress,Low,Project_H,5.061522126164636,1,Approval,3,,2025-09-20,2025-09-26
479,Exploit b2c niches,user6,In Progress,High,Project_E,5.02,0,Resource Shortage,0,,2025-11-18,2025-11-24
480,Grow innovative mindshare,user6,In Progress,Low,Project_F,7.310310134372254,1,Approval,2,Market every account.,2025-12-16,2025-12-22
481,Deliver 24/7 technologies,user10,Blocked,Medium,Project_E,3.54,0,,0,Hit four word particular very yourself.,2026-01-07,2026-01-12
482,Incentivize granular e-tailers,user1,In Progress,Low,Project_A,4.05,0,Resource Shortage,0,,2025-10-09,2025-10-15
483,Envisioneer cross-platform roi,user5,Completed,Medium,Project_E,15.247225440184803,1,Resource Shortage,0,Financial possible structure build event receive whole.,2025-09-19,2025-10-05
484,Evolve leading-edge convergence,user1,Blocked,Medium,Project_D,5.477956908633233,1,Technical Issue,2,Include former face short language skill customer.,2025-12-31,2026-01-05
485,Disintermediate best-of-breed vortals,user5,Assigned,High,Project_D,4.23,0,Approval,0,Yet teach our become choice help.,2026-01-07,2026-01-11
486,Optimize killer models,user3,Assigned,Medium,Project_C,10.540061986230963,1,Approval,0,,2025-08-24,2025-09-01
487,Synergize sticky methodologies,user6,In Progress,High,Project_I,13.08,0,Resource Shortage,1,Group station year for many various must.,2025-11-11,2025-11-26
488,Syndicate customized communities,user3,Blocked,Low,Project_D,3.64,0,Technical Issue,1,Responsibility order four old market represent affect.,2026-01-02,2026-01-05
489,Incubate seamless mindshare,user8,Assigned,Low,Project_C,4.74,0,Technical Issue,0,Agency cultural option maybe strong.,2025-08-29,2025-09-04
490,Maximize synergistic e-markets,user2,Completed,High,Project_C,9.083399708301222,1,Approval,0,,2025-10-11,2025-10-21
491,Transition cross-platform functionalities,user9,Completed,Medium,Project_D,15.350687614030663,1,,1,Hear first employee camera remember.,2026-01-07,2026-01-21
492,Facilitate user-centric relationships,user3,Assigned,Low,Project_B,2.76,0,Resource Shortage,0,Into decide maybe.,2025-09-13,2025-09-16
493,Incubate b2c vortals,user2,Blocked,Low,Project_I,5.292809901105399,1,Approval,2,That hold would us mouth bag.,2025-10-18,2025-10-23
494,Integrate 24/365 convergence,user7,Assigned,Medium,Project_G,15.411448991568324,1,,0,Lawyer resource difficult upon.,2025-10-22,2025-11-07
495,Syndicate leading-edge e-commerce,user2,Completed,High,Project_E,5.1710949636814565,1,Technical Issue,0,,2025-07-23,2025-07-27
496,Re-contextualize seamless roi,user10,Assigned,High,Project_I,3.25,0,Technical Issue,0,Smile develop resource heart trial.,2025-10-30,2025-11-02
497,Incentivize out-of-the-box e-tailers,user4,Completed,Medium,Project_E,6.64,0,Resource Shortage,1,Behavior probably summer project usually rest prove crime.,2026-01-09,2026-01-16
498,Re-intermediate 24/365 architectures,user6,Blocked,High,Project_E,9.35,0,Technical Issue,1,Admit high operation financial term always or.,2025-09-24,2025-10-05
499,Grow global supply-chains,user3,Blocked,Medium,Project_J,15.839066512890945,1,,0,Through space goal course.,2025-08-28,2025-09-12
500,Leverage front-end experiences,user7,In Progress,High,Project_A,4.365942435158718,1,,1,,2025-08-03,2025-08-09
